ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20120005961,2012-03-11,12:00:00,8,No collision and no object struck,1,Sunday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,250481,1,0,0,1,0,1,2,5,Not at intersection,3,100,
T20120005960,2012-03-11,16:05:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,1,48196,2,0,0,1,3,4,1,2,T intersection,3,80,Arterial Highway
T20120005958,2012-03-11,00:30:00,8,No collision and no object struck,1,Sunday,199,UNKNOWN-NO DETAILS ON MANOEUVRES OF ROAD-USERS IN ACCIDENT,6,252310,1,0,0,1,2,3,2,2,T intersection,3,999,Local Road
T20120005957,2012-03-11,12:40:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,250480,1,0,0,1,0,1,1,5,Not at intersection,3,80,Arterial Other
T20120005954,2012-03-11,12:40:00,8,No collision and no object struck,1,Sunday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,250478,1,0,0,1,0,1,2,5,Not at intersection,3,100,Arterial Other
T20120005952,2012-03-11,12:45:00,1,Collision with vehicle,1,Sunday,119,OTHER ADJACENT (INTERSECTIONS ONLY),1,250477,2,0,1,0,3,4,1,2,T intersection,2,50,Local Road
T20120005951,2012-03-11,04:10:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),3,36852,2,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Other
T20120005949,2012-03-11,03:25:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),6,51019,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road
T20120005946,2012-03-11,03:20:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,250677,1,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road
T20120005945,2012-03-11,11:20:00,8,No collision and no object struck,1,Sunday,182,OFF CARRIAGEWAY ON LEFT BEND,1,252178,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20120006311,2012-03-11,09:00:00,8,No collision and no object struck,1,Sunday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,72183,1,0,1,0,0,1,2,2,T intersection,2,60,Local Road
T20120005944,2012-03-11,14:40:00,1,Collision with vehicle,1,Sunday,111,RIGHT FAR (INTERSECTIONS ONLY),1,84,2,0,1,0,3,4,1,1,Cross intersection,2,60,Arterial Highway
T20120005942,2012-03-11,12:38:00,2,Struck Pedestrian,1,Sunday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,252309,1,0,1,0,1,2,1,5,Not at intersection,2,50,Arterial Other
T20120005937,2012-03-11,12:15:00,5,collision with some other object,1,Sunday,166,STRUCK OBJECT ON CARRIAGEWAY,1,251687,1,0,1,0,0,1,1,5,Not at intersection,2,999,
T20120005936,2012-03-11,09:30:00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL,1,250476,1,0,1,0,0,1,1,5,Not at intersection,2,80,Arterial Other
T20120006637,2012-03-11,00:30:00,7,Fall from or in moving vehicle,1,Sunday,190,FELL IN/FROM VEHICLE,5,250635,1,0,1,0,2,3,2,2,T intersection,2,100,Local Road
T20120006021,2012-03-12,13:50:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,40961,2,0,0,5,0,5,1,1,Cross intersection,3,70,Arterial Other
T20120006035,2012-03-12,17:15:00,7,Fall from or in moving vehicle,2,Monday,190,FELL IN/FROM VEHICLE,1,67078,1,0,0,1,1,2,1,2,T intersection,3,50,Local Road
T20120006032,2012-03-12,16:00:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250301,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway
T20120006033,2012-03-12,10:30:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,250302,2,0,0,2,0,2,1,5,Not at intersection,3,100,Local Road
T20120006037,2012-03-12,15:25:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,241104,2,0,0,4,0,4,1,1,Cross intersection,3,70,Arterial Highway
T20120006061,2012-03-12,20:50:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,46265,1,1,0,0,1,2,1,2,T intersection,1,60,Local Road
T20120006040,2012-03-12,16:45:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,250419,1,0,0,1,0,1,1,2,T intersection,3,50,Local Road
T20120006071,2012-03-12,15:15:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,48124,2,0,0,1,2,3,1,2,T intersection,3,50,Arterial Other
T20120006064,2012-03-12,23:00:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,251132,1,0,5,0,0,5,1,5,Not at intersection,2,100,Freeway
T20120006800,2012-03-12,14:15:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,35354,1,0,0,1,0,1,2,1,Cross intersection,3,50,Local Road
T20120006072,2012-03-12,15:35:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,251463,3,0,5,1,1,7,1,5,Not at intersection,2,100,Arterial Highway
T20120006334,2012-03-12,11:30:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59323,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway
T20120009281,2012-03-12,14:20:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,252363,2,0,0,1,1,2,2,5,Not at intersection,3,100,
T20120006318,2012-03-12,16:00:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250533,1,0,0,3,1,4,1,5,Not at intersection,3,999,
T20120006030,2012-03-12,15:15:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,62378,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road
T20120005983,2012-03-12,00:15:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,250386,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway
T20120006077,2012-03-12,17:30:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,43552,2,0,0,1,1,2,9,2,T intersection,3,999,Arterial Other
T20120006143,2012-03-12,16:15:00,1,Collision with vehicle,2,Monday,137,LEFT TURN SIDESWIPE,1,119,2,0,1,0,2,3,1,1,Cross intersection,2,60,Arterial Other
T20120005989,2012-03-12,04:10:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,65465,2,0,0,1,0,1,1,2,T intersection,3,60,Arterial Other
T20120006018,2012-03-12,07:15:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,227849,1,0,1,0,0,1,1,1,Cross intersection,2,50,Local Road
T20120006111,2012-03-12,17:15:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,250333,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road
T20120006557,2012-03-12,11:14:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,250591,1,0,0,1,0,1,1,5,Not at intersection,3,80,Arterial Other
T20120019012,2012-03-12,12:00:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,9,253494,1,0,0,1,0,1,2,5,Not at intersection,3,999,
T20120006220,2012-03-12,18:00:00,8,No collision and no object struck,2,Monday,170,OFF CARRIAGEWAY TO LEFT,1,250496,1,0,0,1,0,1,2,5,Not at intersection,3,999,Arterial Other
T20120006016,2012-03-12,13:00:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,70119,2,0,0,1,2,3,1,2,T intersection,3,100,Arterial Other
T20120006060,2012-03-12,16:25:00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,1412,2,0,2,0,1,3,1,5,Not at intersection,2,50,Local Road
T20120006054,2012-03-12,16:05:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250306,1,0,1,0,0,1,1,5,Not at intersection,2,100,
T20120005990,2012-03-12,02:25:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),5,250915,2,0,1,0,1,2,1,5,Not at intersection,2,110,Arterial Highway
T20120006053,2012-03-12,15:00:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,250305,2,0,1,2,0,3,1,5,Not at intersection,2,100,Local Road
T20120006051,2012-03-12,19:00:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,35746,1,0,0,1,1,2,1,2,T intersection,3,80,Arterial Other
T20120022454,2012-03-12,15:00:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),9,254294,2,0,0,1,1,2,2,5,Not at intersection,3,999,Arterial Other
T20120006044,2012-03-12,16:55:00,1,Collision with vehicle,2,Monday,140,U TURN,1,250304,2,0,0,1,5,6,1,5,Not at intersection,3,60,Arterial Other
T20120005997,2012-03-12,08:48:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,40659,6,0,0,1,6,7,1,2,T intersection,3,70,Arterial Highway
T20120005999,2012-03-12,07:50:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,147839,1,0,1,0,0,1,1,2,T intersection,2,60,Arterial Other
T20120006003,2012-03-12,01:50:00,4,Collision with a fixed object,2,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,5,250398,1,0,1,1,0,2,1,5,Not at intersection,2,100,Arterial Highway
T20120006039,2012-03-12,15:19:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,43579,2,0,2,0,1,3,1,1,Cross intersection,2,80,Arterial Highway
T20120006004,2012-03-12,11:00:00,1,Collision with vehicle,2,Monday,140,U TURN,1,250401,2,0,0,3,1,4,1,5,Not at intersection,3,70,Arterial Other
T20120006007,2012-03-12,12:00:00,4,Collision with a fixed object,2,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,250404,1,0,0,1,0,1,1,5,Not at intersection,3,70,
T20120006038,2012-03-12,15:30:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,252311,2,0,0,1,5,6,1,5,Not at intersection,3,100,Arterial Highway
T20120006009,2012-03-12,12:20:00,8,No collision and no object struck,2,Monday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,250490,1,0,0,1,0,1,1,2,T intersection,3,80,Arterial Other
T20120006015,2012-03-12,10:30:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,250408,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other
T20120006070,2012-03-13,06:20:00,1,Collision with vehicle,2,Tuesday,140,U TURN,3,355305,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other
T20120006104,2012-03-13,13:40:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,250421,2,0,1,1,0,2,1,2,T intersection,2,60,Arterial Other
T20120006074,2012-03-13,08:40:00,1,Collision with vehicle,3,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,250307,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road
T20120006075,2012-03-13,07:50:00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,250491,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road
T20120006151,2012-03-13,17:19:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,65981,2,0,0,1,1,2,1,2,T intersection,3,50,Local Road
T20120006078,2012-03-13,08:00:00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,42288,1,0,0,1,1,2,1,2,T intersection,3,40,Arterial Other
T20120006082,2012-03-13,07:25:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,250315,5,0,0,3,3,6,1,5,Not at intersection,3,100,Freeway
T20120006142,2012-03-13,15:45:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,52950,2,0,0,2,1,3,1,1,Cross intersection,3,60,Arterial Other
T20120006102,2012-03-13,13:05:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,50633,2,0,0,2,1,3,1,1,Cross intersection,3,50,Arterial Other
T20120006115,2012-03-13,11:15:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,250336,4,0,1,3,2,6,1,5,Not at intersection,2,80,Freeway
T20120006108,2012-03-13,08:05:00,1,Collision with vehicle,3,Tuesday,143,ENTERING PARKING,1,65897,3,0,0,1,1,2,1,9,Unknown,3,50,Local Road
T20120006109,2012-03-13,12:30:00,8,No collision and no object struck,3,Tuesday,170,OFF CARRIAGEWAY TO LEFT,1,250332,1,0,0,1,0,1,1,5,Not at intersection,3,80,Freeway
T20120006088,2012-03-13,07:45:00,1,Collision with vehicle,3,Tuesday,131,LEFT REAR,1,43634,2,0,0,1,1,2,2,2,T intersection,3,50,Arterial Other
T20120006089,2012-03-13,11:30:00,1,Collision with vehicle,3,Tuesday,143,ENTERING PARKING,1,250318,2,0,0,1,1,2,1,5,Not at intersection,3,70,Arterial Highway
T20120006144,2012-03-13,07:40:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,250346,2,0,0,2,0,2,2,5,Not at intersection,3,80,Arterial Other
T20120006252,2012-03-13,19:00:00,2,Struck Pedestrian,3,Tuesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,252603,1,0,0,1,2,3,1,5,Not at intersection,3,60,
T20120006149,2012-03-13,20:45:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,3,222100,2,0,1,1,0,2,1,4,Multiple intersection,2,80,Freeway
T20120013893,2012-03-13,14:30:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,35342,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other
T20120014232,2012-03-13,15:45:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,253421,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road
T20120006118,2012-03-13,15:40:00,1,Collision with vehicle,3,Tuesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,250339,3,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Other
T20120006121,2012-03-13,16:00:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,57342,2,0,0,1,2,3,2,1,Cross intersection,3,60,Arterial Other
T20120006122,2012-03-13,08:20:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,250855,2,0,0,1,3,4,1,5,Not at intersection,3,50,Local Road
T20120006163,2012-03-13,23:25:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,3,35622,2,0,0,2,2,4,1,1,Cross intersection,3,70,Arterial Highway
T20120006164,2012-03-13,22:50:00,7,Fall from or in moving vehicle,3,Tuesday,190,FELL IN/FROM VEHICLE,3,50886,1,0,1,0,0,1,1,2,T intersection,2,60,Arterial Other
T20120006124,2012-03-13,12:10:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,35560,4,0,0,2,2,4,1,1,Cross intersection,3,80,Arterial Highway
T20120006133,2012-03-13,14:00:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,250424,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road
T20120006134,2012-03-13,17:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,250344,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road
T20120006135,2012-03-13,16:40:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,51256,4,0,2,2,1,5,1,2,T intersection,2,80,Arterial Other
T20120006191,2012-03-13,10:15:00,2,Struck Pedestrian,3,Tuesday,107,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,1,250436,1,0,0,2,0,2,2,2,T intersection,3,50,Local Road
T20120006152,2012-03-13,20:45:00,2,Struck Pedestrian,3,Tuesday,108,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,3,53272,1,0,0,1,1,2,1,2,T intersection,3,50,Local Road
T20120006301,2012-03-13,07:10:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,250753,2,0,0,1,1,2,1,5,Not at intersection,3,999,Arterial Highway
T20120006113,2012-03-13,12:20:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,250335,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road
T20120006112,2012-03-13,12:32:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,44402,2,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Other
T20120006097,2012-03-13,08:25:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,250328,2,0,0,1,1,2,1,5,Not at intersection,3,50,Arterial Highway
T20120006138,2012-03-13,16:20:00,6,Vehicle overturned (no collision),3,Tuesday,170,OFF CARRIAGEWAY TO LEFT,1,250614,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway
T20120006139,2012-03-13,17:25:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,250345,2,0,0,1,3,4,1,2,T intersection,3,50,Local Road
T20120006140,2012-03-13,17:20:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,49471,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road
T20120006141,2012-03-13,16:45:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,19586,2,0,1,1,1,3,1,1,Cross intersection,2,100,Arterial Other
T20120006271,2012-03-13,17:25:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE),1,250519,3,0,0,1,2,3,2,5,Not at intersection,3,100,Freeway
T20120006101,2012-03-13,10:00:00,1,Collision with vehicle,3,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,250329,2,0,0,1,1,2,2,5,Not at intersection,3,50,Arterial Other
T20120006103,2012-03-13,07:35:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,36215,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
T20120006068,2012-03-13,04:00:00,6,Vehicle overturned (no collision),3,Tuesday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),5,252312,1,0,1,0,0,1,1,5,Not at intersection,2,110,Freeway
T20120006092,2012-03-13,07:30:00,4,Collision with a fixed object,3,Tuesday,175,OFF END OF ROAD/T-INTERSECTION.,1,250321,1,0,1,1,0,2,1,2,T intersection,2,50,Local Road
T20120006243,2012-03-14,18:20:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,250508,2,0,0,1,2,3,2,1,Cross intersection,3,50,Local Road
T20120006244,2012-03-14,17:40:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,37701,2,0,0,1,1,2,1,2,T intersection,3,40,Local Road
T20120006260,2012-03-14,20:25:00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,3,250513,2,0,1,0,0,1,1,5,Not at intersection,2,50,Local Road
T20120006269,2012-03-14,16:23:00,1,Collision with vehicle,4,Wednesday,192,STRUCK TRAIN,1,258341,3,0,0,1,2,3,1,5,Not at intersection,3,60,Arterial Other
T20120006286,2012-03-14,19:30:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,50109,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other
T20120009740,2012-03-14,11:05:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,251577,1,0,1,0,0,1,2,5,Not at intersection,2,50,Local Road
T20120006247,2012-03-14,17:35:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),1,249374,2,2,0,0,0,2,1,5,Not at intersection,1,100,
T20120006245,2012-03-14,20:40:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,3,44711,2,0,0,2,0,2,1,2,T intersection,3,60,Arterial Other
T20120006168,2012-03-14,07:10:00,1,Collision with vehicle,4,Wednesday,136,RIGHT TURN SIDESWIPE,2,41884,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120006169,2012-03-14,01:00:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,277037,1,2,0,0,0,2,1,2,T intersection,1,100,Local Road
T20120006170,2012-03-14,07:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,250431,2,0,0,1,1,2,1,5,Not at intersection,3,100,Freeway
T20120006905,2012-03-14,12:00:00,1,Collision with vehicle,4,Wednesday,131,LEFT REAR,1,44357,2,0,1,0,3,4,2,2,T intersection,2,60,Arterial Other
T20120006179,2012-03-14,08:20:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,250433,3,0,1,1,1,3,1,5,Not at intersection,2,100,Freeway
T20120006184,2012-03-14,09:08:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,250434,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120006185,2012-03-14,06:32:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,3,249268,1,1,1,0,1,3,1,5,Not at intersection,1,60,Arterial Other
T20120006187,2012-03-14,08:40:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,250435,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road
T20120006195,2012-03-14,10:35:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,41332,2,0,1,0,2,3,1,1,Cross intersection,2,50,Local Road
T20120006414,2012-03-14,12:15:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,250857,3,0,1,0,2,3,2,5,Not at intersection,2,60,Arterial Highway
T20120006198,2012-03-14,11:55:00,1,Collision with vehicle,3,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,36208,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120006199,2012-03-14,11:22:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250438,2,0,1,0,1,2,1,5,Not at intersection,2,100,Arterial Highway
T20120018431,2012-03-14,13:00:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE,1,36674,2,0,0,1,1,2,9,2,T intersection,3,70,Arterial Highway
T20120006336,2012-03-14,19:00:00,1,Collision with vehicle,4,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,1,250550,2,0,0,2,0,2,2,5,Not at intersection,3,50,Local Road
T20120006335,2012-03-14,17:00:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,250546,2,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road
T20120006204,2012-03-14,13:47:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,38104,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other
T20120006333,2012-03-14,08:15:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,250545,2,0,0,1,3,4,2,5,Not at intersection,3,999,Arterial Other
T20120006374,2012-03-14,16:00:00,1,Collision with vehicle,4,Wednesday,131,LEFT REAR,1,46660,2,0,1,0,1,2,2,1,Cross intersection,2,100,Local Road
T20120006210,2012-03-14,05:40:00,1,Collision with vehicle,4,Wednesday,150,HEAD ON(OVERTAKING),5,250218,3,1,1,0,1,3,1,5,Not at intersection,1,100,Arterial Highway
T20120006257,2012-03-14,11:55:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,250512,1,0,1,0,3,4,1,5,Not at intersection,2,60,Local Road
T20120008905,2012-03-14,10:40:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,36737,2,0,0,1,2,3,1,2,T intersection,3,80,Arterial Highway
T20120006211,2012-03-14,13:00:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,51709,2,0,1,1,0,2,1,2,T intersection,2,60,Arterial Highway
T20120006216,2012-03-14,15:00:00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,255007,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road
T20120006221,2012-03-14,15:57:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,250499,1,0,0,1,0,1,1,2,T intersection,3,60,Local Road
T20120006222,2012-03-14,17:15:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,250500,2,0,2,0,1,3,1,5,Not at intersection,2,80,Arterial Highway
T20120006223,2012-03-14,16:15:00,1,Collision with vehicle,4,Wednesday,131,LEFT REAR,1,35712,2,0,0,2,1,3,2,1,Cross intersection,3,60,Arterial Other
T20120006224,2012-03-14,17:02:00,1,Collision with vehicle,4,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,36570,3,0,1,0,3,4,1,2,T intersection,2,40,Local Road
T20120006225,2012-03-14,16:55:00,1,Collision with vehicle,4,Wednesday,111,RIGHT FAR (INTERSECTIONS ONLY),1,41377,2,0,1,0,1,2,1,2,T intersection,2,60,Arterial Other
