ACCIDENT_NO,PERSON_ID,VEHICLE_ID,SEX,AGE_GROUP,INJ_LEVEL,INJ_LEVEL_DESC,SEATING_POSITION,HELMET_BELT_WORN,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,LICENCE_STATE,TAKEN_HOSPITAL,EJECTED_CODE
T20170018508,B,B,M,22-25,3,Other injury,D,6.0,4,Motorcyclists,O,N,2.0
T20190026141,A,A,F,22-25,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20190003737,01,,M,70+,1,Fatality,,8.0,1,Pedestrians,,Y,0.0
T20200013310,C,C,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20170005633,D,D,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230000776,A,A,M,26-29,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190021249,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200017566,01,B,M,5-12,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20200019352,A,A,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,
T20200010079,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,N,,0.0
T20120014309,04,A,U,Unknown,4,Not injured,OR,2.0,3,Passengers,,,0.0
T20190019267,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190019267,01,,F,22-25,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20190021629,B,B,M,26-29,3,Other injury,D,6.0,4,Motorcyclists,V,N,0.0
T20190021654,A,A,F,65-69,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20200011344,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,A,,0.0
T20210005308,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220012167,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20120026002,01,C,F,16-17,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20190026336,B,B,F,50-59,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20190025216,A,A,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20200019970,B,B,M,30-39,3,Other injury,D,6.0,6,Bicyclists,V,,0.0
T20230009011,A,A,M,30-39,2,Serious injury,D,9.0,6,Bicyclists,V,Y,9.0
T20140003585,A,A,F,18-21,2,Serious injury,D,1.0,2,Drivers,V,Y,
T20180016095,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190016788,01,,F,70+,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20150001895,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20200005890,A,A,F,40-49,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20190002137,A,A,M,26-29,3,Other injury,D,9.0,4,Motorcyclists,V,N,1.0
T20200012935,05,B,M,22-25,4,Not injured,LR,1.0,3,Passengers,,,0.0
T20220005809,B,B,F,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220024776,01,B,F,0-4,4,Not injured,OR,3.0,3,Passengers,,,0.0
T20170018417,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20190021447,A,A,M,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190021447,01,,F,5-12,3,Other injury,,8.0,1,Pedestrians,,Y,0.0
T20190010532,01,,M,30-39,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20150005396,B,B,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20220000946,02,B,M,22-25,3,Other injury,LR,1.0,3,Passengers,,,0.0
T20220006724,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,Z,N,0.0
T20160003192,03,B,M,13-15,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20160003192,A,A,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190002461,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,O,,0.0
T20180023255,B,B,M,18-21,3,Other injury,D,6.0,6,Bicyclists,,,1.0
T20190020865,01,A,F,40-49,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20190024528,B,B,F,30-39,3,Other injury,D,9.0,2,Drivers,V,,
T20190006498,01,B,M,30-39,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20190023054,A,A,F,22-25,3,Other injury,D,9.0,2,Drivers,V,,9.0
T20190020851,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190025216,B,B,F,60-64,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20190015565,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190015565,B,B,M,50-59,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20220014314,B,B,M,40-49,2,Serious injury,D,6.0,4,Motorcyclists,Z,Y,1.0
T20210020468,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230023879,01,B,F,70+,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20230023879,B,B,F,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230023879,C,C,F,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230023879,02,C,M,70+,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20200018562,A,A,M,26-29,3,Other injury,D,6.0,4,Motorcyclists,V,,2.0
T20240011456,B,B,F,18-21,4,Not injured,D,9.0,2,Drivers,Z,,
T20240011984,A,A,M,70+,3,Other injury,D,9.0,2,Drivers,V,,
T20240031410,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240031410,A,A,F,22-25,3,Other injury,D,9.0,2,Drivers,Z,,0.0
T20240011847,01,A,M,22-25,3,Other injury,OR,9.0,2,Drivers,,N,0.0
T20240011605,A,A,M,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240011605,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240011605,02,B,F,13-15,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20240011924,A,A,F,60-64,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240011924,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180015880,03,A,M,26-29,2,Serious injury,RR,1.0,3,Passengers,,Y,0.0
T20240013431,A,A,M,16-17,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240011123,01,B,F,22-25,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20240011123,A,A,M,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240011663,C,C,U,Unknown,4,Not injured,NK,9.0,9,Not Known,Z,,9.0
T20240011663,B,B,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,
T20240011663,A,A,F,60-64,3,Other injury,D,1.0,2,Drivers,V,,
T20230015357,A,A,M,60-64,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,0.0
T20230026589,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,Z,,0.0
T20160009255,A,A,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20230023608,A,A,F,70+,2,Serious injury,D,9.0,2,Drivers,V,Y,3.0
T20220018777,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230000023,A,A,M,50-59,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20240015261,B,B,F,18-21,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240000950,02,A,F,70+,1,Fatality,LR,1.0,3,Passengers,,Y,0.0
T20220027896,01,A,M,5-12,3,Other injury,RR,1.0,3,Passengers,,N,0.0
T20220027896,02,A,M,5-12,2,Serious injury,LR,1.0,3,Passengers,,Y,0.0
T20220027896,03,B,F,13-15,4,Not injured,OR,1.0,3,Passengers,,,0.0
T20220027896,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220027896,A,A,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20220029249,B,B,M,40-49,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20220029249,A,A,M,40-49,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20230000830,B,B,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240010287,05,B,M,Unknown,4,Not injured,OR,1.0,3,Passengers,,,0.0
T20230001772,B,B,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,
T20230001772,A,A,M,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,
T20240002211,A,A,M,60-64,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20230019345,A,A,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220027522,01,A,M,22-25,2,Serious injury,LF,2.0,3,Passengers,,Y,9.0
T20220027522,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240009340,01,,F,40-49,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240000962,A,A,M,26-29,2,Serious injury,D,9.0,2,Drivers,Z,Y,0.0
T20240004393,A,A,F,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230004130,A,A,M,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230004130,B,B,F,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230004130,01,B,M,30-39,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20240003059,A,A,F,18-21,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240000084,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240000084,A,A,M,40-49,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20220029721,A,A,M,50-59,2,Serious injury,D,9.0,4,Motorcyclists,V,Y,1.0
T20230004252,A,A,F,60-64,2,Serious injury,D,9.0,4,Motorcyclists,V,Y,
T20220027687,B,B,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220027687,A,A,M,18-21,2,Serious injury,D,1.0,2,Drivers,Z,Y,0.0
T20230029754,A,A,M,30-39,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20240010640,04,B,F,18-21,3,Other injury,LF,9.0,3,Passengers,,N,0.0
T20200001336,02,A,M,40-49,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20200001336,03,A,M,5-12,4,Not injured,CR,1.0,3,Passengers,,,0.0
T20220029580,A,A,F,40-49,2,Serious injury,D,8.0,2,Drivers,V,Y,0.0
T20190024727,05,A,F,5-12,4,Not injured,OR,3.0,3,Passengers,,,0.0
T20190024727,03,A,F,5-12,4,Not injured,OR,1.0,3,Passengers,,,0.0
T20190024727,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180003025,06,,M,5-12,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20200017025,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20180020458,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20170001649,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200016871,01,A,M,30-39,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20190020498,C,C,F,40-49,2,Serious injury,D,9.0,2,Drivers,V,Y,
T20190018981,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,Y,0.0
T20190019094,01,,M,22-25,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20190025216,C,C,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190021699,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20190013997,A,A,F,70+,4,Not injured,D,1.0,2,Drivers,Z,,0.0
T20210012332,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200001653,02,A,M,Unknown,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20160005531,A,A,F,70+,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20160007576,A,A,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190012756,01,B,M,40-49,4,Not injured,RR,9.0,3,Passengers,,,0.0
T20200000363,02,C,M,5-12,2,Serious injury,OR,1.0,3,Passengers,,Y,0.0
T20190012756,A,A,F,40-49,3,Other injury,D,9.0,2,Drivers,Z,N,0.0
T20190021391,A,A,F,70+,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20190021391,B,B,F,30-39,3,Other injury,D,6.0,6,Bicyclists,,,1.0
T20180006188,03,E,F,65-69,2,Serious injury,NK,1.0,9,Not Known,,Y,
T20190025314,07,B,F,5-12,3,Other injury,RR,1.0,3,Passengers,,N,0.0
T20190021407,A,A,M,13-15,3,Other injury,D,7.0,6,Bicyclists,,Y,1.0
T20190019631,A,A,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200007490,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190012756,02,B,F,22-25,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20200017748,B,B,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230026081,B,B,F,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20200013179,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20170009538,B,B,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20200015759,B,B,M,50-59,3,Other injury,D,9.0,6,Bicyclists,,,1.0
T20160013515,11,E,M,5-12,4,Not injured,OR,3.0,3,Passengers,,,0.0
T20190024192,C,C,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190020772,02,B,F,5-12,3,Other injury,LF,3.0,3,Passengers,,N,0.0
T20230030139,A,A,F,70+,2,Serious injury,D,9.0,2,Drivers,V,Y,9.0
T20190023925,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20170014348,B,B,F,26-29,2,Serious injury,D,6.0,6,Bicyclists,,Y,1.0
T20190018350,A,A,M,30-39,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,2.0
T20190011912,A,A,M,30-39,2,Serious injury,D,1.0,2,Drivers,S,Y,0.0
T20190023932,A,A,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190021373,A,A,M,60-64,3,Other injury,D,9.0,4,Motorcyclists,V,N,9.0
T20190021134,B,B,M,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190021134,A,A,F,60-64,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20180016051,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180016051,C,C,M,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,,9.0
T20180016051,01,C,F,40-49,3,Other injury,PL,6.0,5,Pillion Passengers,,N,9.0
T20210014826,A,A,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200005086,01,C,U,Unknown,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20190012090,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190012090,01,A,M,70+,3,Other injury,OR,1.0,3,Passengers,,N,0.0
T20190020762,B,B,F,60-64,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20150020990,04,,F,40-49,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20190019631,B,B,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230028847,B,B,U,Unknown,4,Not injured,NK,9.0,2,Drivers,Z,,9.0
T20230028847,A,A,F,16-17,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230028847,02,A,M,16-17,4,Not injured,RR,1.0,3,Passengers,,,0.0
T20230028847,01,A,F,40-49,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20230028002,A,A,M,18-21,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20230020835,02,B,M,5-12,4,Not injured,OR,1.0,3,Passengers,,,0.0
T20170021385,A,A,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240009320,A,A,F,60-64,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20220007868,B,B,M,30-39,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20170021385,B,B,F,26-29,2,Serious injury,D,6.0,6,Bicyclists,V,,1.0
T20230017020,B,B,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230017020,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230017020,01,A,M,50-59,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20190011965,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20200023411,A,A,U,Unknown,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240002707,B,B,M,50-59,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20230002275,A,A,M,26-29,2,Serious injury,D,2.0,2,Drivers,V,Y,9.0
T20230001186,A,A,M,22-25,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20240005564,A,A,F,22-25,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20200003986,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240015470,A,A,M,50-59,3,Other injury,D,9.0,4,Motorcyclists,V,,
T20140002677,01,,M,30-39,1,Fatality,,8.0,1,Pedestrians,V,N,0.0
T20140002677,02,A,F,65-69,4,Not injured,LF,1.0,3,Passengers,V,,0.0
T20140002677,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20140026233,A,A,U,Unknown,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240005903,01,A,M,70+,3,Other injury,LF,9.0,3,Passengers,,,
T20240005903,A,A,F,65-69,3,Other injury,D,9.0,2,Drivers,V,,
T20240010888,B,B,M,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240010888,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240014466,B,B,F,30-39,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20240015620,A,A,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240016457,01,B,F,65-69,3,Other injury,OR,8.0,9,Not Known,,N,1.0
T20240001394,B,B,M,60-64,2,Serious injury,D,6.0,6,Bicyclists,V,Y,1.0
T20240001394,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230023905,C,C,F,18-21,4,Not injured,D,1.0,2,Drivers,V,,
T20230001186,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230001186,C,C,M,30-39,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20230001186,01,B,M,30-39,3,Other injury,LF,9.0,3,Passengers,,,0.0
T20230001186,02,C,F,26-29,1,Fatality,LF,1.0,3,Passengers,,N,9.0
T20190004151,01,B,F,50-59,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20190004151,A,A,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240007370,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240007370,B,B,F,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230028751,01,A,M,60-64,3,Other injury,LF,2.0,3,Passengers,,N,0.0
T20230028751,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20140002413,01,,F,50-59,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20140002413,A,A,F,50-59,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20190002555,A,A,F,65-69,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20190002555,B,B,F,18-21,4,Not injured,D,1.0,2,Drivers,O,,0.0
T20210002187,B,B,M,18-21,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20210002187,C,C,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210002187,01,A,F,18-21,2,Serious injury,LF,2.0,3,Passengers,,Y,1.0
T20210002187,A,A,M,18-21,3,Other injury,D,9.0,2,Drivers,V,N,9.0
T20240002425,B,B,M,65-69,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20160024006,02,,M,22-25,4,Not injured,,8.0,1,Pedestrians,,,0.0
T20160024006,B,B,M,50-59,3,Other injury,D,9.0,2,Drivers,V,N,9.0
T20160024006,C,C,M,70+,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190017576,B,B,F,40-49,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20220018985,05,B,F,18-21,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20220018985,06,B,F,18-21,3,Other injury,RR,1.0,3,Passengers,,N,0.0
T20210003726,B,B,M,50-59,3,Other injury,D,6.0,6,Bicyclists,V,,
T20210003726,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,O,,
T20220018606,01,,F,50-59,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20220018606,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230013680,A,A,M,26-29,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20210018485,A,A,F,30-39,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20210019085,C,C,M,50-59,1,Fatality,D,6.0,6,Bicyclists,V,Y,1.0
T20210019085,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240005254,A,A,U,Unknown,4,Not injured,D,9.0,9,Not Known,Z,,9.0
T20240005254,B,B,U,Unknown,4,Not injured,NK,9.0,2,Drivers,Z,,0.0
T20240000596,A,A,M,70+,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240005574,A,A,M,30-39,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20200002070,A,A,F,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,
T20230003325,A,A,M,30-39,4,Not injured,NK,9.0,9,Not Known,V,,0.0
T20200011978,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230001443,B,B,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200021168,B,B,M,40-49,4,Not injured,D,8.0,2,Drivers,V,,0.0
T20240011581,B,B,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240014335,A,A,M,30-39,2,Serious injury,D,5.0,2,Drivers,T,Y,2.0
T20160009255,E,E,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240002601,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190004380,B,B,M,18-21,2,Serious injury,D,6.0,4,Motorcyclists,Z,Y,1.0
T20190004380,A,A,F,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230030514,01,B,M,18-21,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20220015873,01,A,F,18-21,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20220015873,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230013373,02,A,M,13-15,3,Other injury,RR,9.0,3,Passengers,,N,0.0
T20120022204,C,C,U,Unknown,4,Not injured,D,9.0,9,Not Known,Z,,0.0
T20190021921,01,A,F,16-17,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20230012412,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20170017915,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230023053,D,D,M,22-25,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230023053,C,C,F,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240002940,A,A,M,22-25,3,Other injury,D,6.0,4,Motorcyclists,V,,9.0
T20230013227,A,A,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230019326,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240002537,A,A,F,50-59,4,Not injured,D,2.0,2,Drivers,V,,0.0
T20220024386,01,B,M,65-69,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20220024386,B,B,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20220024386,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220024386,C,C,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230017232,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20180014861,B,B,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240016252,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230015484,C,C,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230001650,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,N,,0.0
T20230001650,B,B,F,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,9.0
T20210023763,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230010163,A,A,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230010163,B,B,F,40-49,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20220020282,A,A,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,
T20230014078,B,B,F,30-39,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20140011798,01,,M,26-29,2,Serious injury,,8.0,1,Pedestrians,V,Y,0.0
T20140011798,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20230017675,A,A,M,26-29,3,Other injury,D,6.0,4,Motorcyclists,V,,0.0
T20230017675,B,B,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190007537,04,B,U,18-21,3,Other injury,OR,1.0,3,Passengers,,N,0.0
T20180023752,03,C,F,18-21,1,Fatality,LF,8.0,3,Passengers,,,0.0
T20180023752,B,B,M,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230030540,A,A,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20220015498,04,B,F,5-12,3,Other injury,CR,1.0,3,Passengers,,,0.0
T20220015498,A,A,M,40-49,3,Other injury,LF,1.0,2,Drivers,V,,0.0
T20220027693,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220027693,01,B,M,30-39,3,Other injury,LF,9.0,3,Passengers,,N,0.0
T20220027693,A,A,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20220022458,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20220022458,01,A,F,16-17,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20230023499,A,A,M,60-64,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230023499,B,B,M,60-64,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230009501,A,A,M,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230009501,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220019586,01,,M,26-29,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20240006743,B,B,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240001666,B,B,F,22-25,2,Serious injury,D,6.0,4,Motorcyclists,O,Y,1.0
T20240014837,A,A,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20240001023,B,B,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20170007841,01,A,F,50-59,3,Other injury,LF,9.0,3,Passengers,,,0.0
T20170007841,A,A,M,18-21,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20240001666,A,A,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230009840,A,A,M,50-59,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20200000261,A,A,M,22-25,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20190017740,A,A,M,22-25,1,Fatality,D,1.0,2,Drivers,V,,0.0
